,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
3139,ROU,2006,11753.7174779,21.205977,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,3.41884743155,584.339971698
3140,ROU,2006,11753.7174779,21.205977,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,3.41884743155,584.339971698
3143,ROU,2009,16042.433549,20.510263,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,1.58457256253,0.585072946164
3144,ROU,2009,16042.433549,20.510263,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,1.58457256253,0.585072946164
3145,ROU,2010,16714.1386985,20.298838,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,1.28086149562,602.842389303
3146,ROU,2012,19245.6870921,19.944954,Romania,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,4.31186755307,377.990342821
3154,RUS,1995,12319.8649649,148.293265,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,5.30929933557,7.68297422903
3155,RUS,1995,12319.8649649,148.293265,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,5.30929933557,7.68297422903
3156,RUS,1995,12319.8649649,148.293265,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,5.30929933557,7.68297422903
3170,RUS,2001,10133.2184564,145.818121,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,1.82419028702,900.727100532
3171,RUS,2001,10133.2184564,145.818121,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,1.82419028702,900.727100532
3172,RUS,2001,10133.2184564,145.818121,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,1.82419028702,900.727100532
3173,RUS,2002,10367.644192,145.195521,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,1.72525983085,1410.7701022
3174,RUS,2002,10367.644192,145.195521,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,1.72525983085,1410.7701022
3183,RUS,2010,20205.8302688,143.158099,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,130.028736039,129.625917986
3184,RUS,2010,20205.8302688,143.158099,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,130.028736039,129.625917986
3185,RUS,2010,20205.8302688,143.158099,Russia,3.24,2.67,2.5,5.0,2.5,3.53,Authoritarian,130.028736039,129.625917986
3192,RWA,1978,1098.06735397,4.804375,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,3.53844152465,416.287238194
3193,RWA,1988,1041.75940771,7.048075,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,6.81037020747,3075.73344495
3194,RWA,1989,1091.04703425,7.239097,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,32.7388899472,8288.32656891
3205,RWA,2006,1084.65852808,9.231041,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,3.19573924544,124.5796655
3206,RWA,2006,1084.65852808,9.231041,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,3.19573924544,124.5796655
3207,RWA,2007,1034.00655317,9.481083,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,3.16419548273,474.62932241
3208,RWA,2008,1149.9067772,9.750314,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,3.69218878489,65.9465941302
3209,RWA,2010,1278.87580403,10.293669,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,2.0400889129,576.762279805
3210,RWA,2011,1384.1667858,10.556429,Rwanda,3.07,0.83,5.0,2.22,4.38,2.94,Authoritarian,1.32620604941,341.782244734
3212,SAU,1985,23589.1040674,13.361284,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,2.39497940467,374.21553198
3213,SAU,2000,19416.1637242,21.392273,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,6.2171981444,23.2326878027
3214,SAU,2001,18011.2264725,22.007937,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,1.59033534129,3.36242329301
3217,SAU,2005,27532.7431792,24.74523,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,2.54594521853,2.707592534
3218,SAU,2009,33990.1377592,27.409491,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,5.87387777467,364.837128862
3220,SAU,2013,50339.8623445,30.201051,Saudi Arabia,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,1.29134578793,33.8067704995
3221,SDN,1976,1741.16025011,16.728091,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,8.96695265467,17.874125625
3222,SDN,1978,1719.44725797,17.872353,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,1.90237961392,5595.23415859
3223,SDN,1983,1573.56377914,21.180743,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,7081.90453942,396586.654208
3224,SDN,1988,1652.33596001,24.404316,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,58.7191216504,52015.4918499
3225,SDN,1988,1652.33596001,24.404316,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,58.7191216504,52015.4918499
3229,SDN,1996,1474.46567374,31.05061,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,13.7195372329,1967.75522284
3230,SDN,1996,1474.46567374,31.05061,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,13.7195372329,1967.75522284
3232,SDN,1998,1498.51641598,32.869747,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,49.0116337068,15552.3405763
3233,SDN,1998,1498.51641598,32.869747,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,49.0116337068,15552.3405763
3234,SDN,1999,1728.83551592,33.805224,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,5.8422923037,4212.36670403
3235,SDN,1999,1728.83551592,33.805224,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,5.8422923037,4212.36670403
3236,SDN,2000,1874.49861386,34.772663,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,5.34902949481,67.9556811625
3238,SDN,2002,1840.17827145,36.803215,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,1.33140542205,34.806741748
3241,SDN,2004,2083.01065238,38.960697,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,2.51535541061,208.261161242
3242,SDN,2005,2326.79060138,40.089911,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,8.16913761669,2098.20869894
3243,SDN,2005,2326.79060138,40.089911,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,8.16913761669,2098.20869894
3244,SDN,2006,2720.9425865,41.254715,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,14.1680775155,2372.68637052
3245,SDN,2006,2720.9425865,41.254715,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,14.1680775155,2372.68637052
3246,SDN,2007,2806.76894407,42.453455,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,8.64476165721,6748.26112504
3247,SDN,2007,2806.76894407,42.453455,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,8.64476165721,6748.26112504
3252,SDN,2012,3323.56461571,48.2137412397,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,2.13632042135,1408.44701643
3253,SDN,2012,3323.56461571,48.2137412397,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,2.13632042135,1408.44701643
3254,SDN,2013,3676.39021693,49.2399274338,Sudan,2.37,0.0,1.79,3.89,5.0,1.18,Authoritarian,1.54346287578,10157.0620849
3256,SEN,1965,2056.65566126,3.65713992903,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,16.4062631358,41.0156578395
3258,SEN,1985,2078.25058565,6.438024,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,46.5981487487,481.514203737
3259,SEN,1995,1743.03170421,8.710746,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,21.5825372477,347.961012754
3260,SEN,1998,1837.03118823,9.386923,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,39.6295996036,288.592971307
3261,SEN,1999,1871.90868355,9.617641,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,19.4434373252,9966.37325099
3262,SEN,2002,1832.573479,10.389457,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,2.21378268373,8623.21293596
3263,SEN,2002,1832.573479,10.389457,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,2.21378268373,8623.21293596
3267,SEN,2005,1930.41057225,11.268994,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,26.8879369356,2042.95077271
3268,SEN,2007,2003.11907556,11.89723,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,1.00863814518,341.466038733
3269,SEN,2007,2003.11907556,11.89723,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,1.00863814518,341.466038733
3273,SEN,2012,2092.63627732,13.780108,Senegal,6.21,7.92,5.36,4.44,6.25,7.06,Flawed democracy,1.37879906311,4136.39718934
3277,SGP,2003,42340.9418686,4.254553,Singapore,6.38,4.33,7.86,6.11,6.25,7.35,Flawed democracy,7.75639650041,48.1836752298
3279,SLE,1985,1317.2078855,3.466044,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,101.556702685,865.540079699
3280,SLE,1996,1535.69272368,3.833053,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,31.04574865,26213.1778507
3281,SLE,1996,1535.69272368,3.833053,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,31.04574865,26213.1778507
3282,SLE,1997,1365.67677082,3.843472,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,13.2692523843,526.607192663
3283,SLE,1998,1193.70421445,3.878475,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,14.1808313835,456.36493725
3286,SLE,2001,1080.32017433,4.220198,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,2.84346848181,0.710867120453
3287,SLE,2003,1167.34493352,4.647701,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,2.15160140465,19.3644126419
3288,SLE,2004,1130.44446877,4.870467,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,11.4978707381,129.967003164
3289,SLE,2005,1070.65151218,5.071271,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,3.94378450688,2957.83838016
3290,SLE,2008,1158.45587358,5.521838,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,30.7868503205,316.199062703
3291,SLE,2009,1208.65102499,5.647194,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,18.2391467338,260.306268919
3292,SLE,2010,1241.2030853,5.775902,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,2.77013010262,0.86566565707
3293,SLE,2012,1541.57915851,6.043157,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,49.6429267021,3807.44700163
3294,SLE,2014,1419.01117854,6.315627,Sierra Leone,4.55,6.58,1.86,2.78,6.25,5.29,Hybrid regime,626.382780364,2236.3575303
3300,SLV,1986,1001.282034,4.986528,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,220.594369469,154416.058628
3301,SLV,1988,1051.81917634,5.117577,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,6.44836413795,7632.51827965
3302,SLV,1991,1115.48453732,5.321576,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,29.1267098318,1057.01769551
3304,SLV,1995,1667.41098049,5.588743,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.16305222838,965.870142893
3305,SLV,1995,1667.41098049,5.588743,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.16305222838,965.870142893
3307,SLV,1998,2061.06728441,5.736075,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,82.8092380243,14644.1599874
3308,SLV,1999,2205.57315095,5.77566,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.21198269981,943.615101997
3309,SLV,2000,2336.34518905,5.811836,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.5485639994,40.7788519841
3310,SLV,2000,2336.34518905,5.811836,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.5485639994,40.7788519841
3311,SLV,2000,2336.34518905,5.811836,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,1.5485639994,40.7788519841
3312,SLV,2001,2530.38435491,5.844738,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,198.298024651,272133.669636
3315,SLV,2003,2940.26895754,5.900929,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,51.5173119351,8473.24209459
3316,SLV,2005,3524.73747231,5.947206,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,5.04438554844,3246.23024661
3317,SLV,2005,3524.73747231,5.947206,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,5.04438554844,3246.23024661
3318,SLV,2005,3524.73747231,5.947206,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,5.04438554844,3246.23024661
3319,SLV,2005,3524.73747231,5.947206,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,5.04438554844,3246.23024661
3321,SLV,2008,5005.37467612,6.004199,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,4.99650328045,499.650328045
3322,SLV,2009,5411.71081783,6.021368,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,23.4166056617,7855.19171059
3323,SLV,2009,5411.71081783,6.021368,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,23.4166056617,7855.19171059
3324,SLV,2010,6240.95837578,6.038306,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,2.81535914212,1990.62452284
3325,SLV,2011,7459.15876259,6.055208,El Salvador,6.64,9.17,6.07,4.44,5.0,8.53,Flawed democracy,5.78014826245,49544.1279639
3329,SRB,2012,12743.2254076,7.199077,Serbia,6.57,8.75,5.36,6.67,5.0,7.06,Flawed democracy,3.47266739889,12256.2934109
3330,SRB,2014,13441.2657127,7.127137,Serbia,6.57,8.75,5.36,6.67,5.0,7.06,Flawed democracy,7.85729248645,8362.40414629
3331,SUR,2006,10470.9589732,0.495953,Suriname,6.77,9.17,6.43,5.0,5.0,8.24,Flawed democracy,6.04896028454,50408.0023712
3332,SUR,2008,11920.9061493,0.506657,Suriname,6.77,9.17,6.43,5.0,5.0,8.24,Flawed democracy,3.94744373412,12923.9307855
3333,SVK,1998,14564.0281756,5.382521,Slovakia,7.29,9.58,7.14,5.56,5.63,8.53,Flawed democracy,10.0324736309,2167.57166391
3341,SVN,2007,29281.0850487,2.017452,Slovenia,7.51,9.58,7.14,6.67,5.63,8.53,Flawed democracy,2.9740484532,520.45847931
3344,SWE,1977,21025.2918848,8.245975,Sweden,9.39,9.58,9.64,8.33,10.0,9.41,Full democracy,1.57652672971,6.06356434503
3345,SWZ,1984,3678.50342193,0.680253,Swaziland,3.03,0.92,2.86,2.22,5.63,3.53,Authoritarian,77.9121885534,929801.118113
3346,SWZ,1992,6197.02344703,0.907947,Swaziland,3.03,0.92,2.86,2.22,5.63,3.53,Authoritarian,33.0415762154,2453.88772693
3347,SWZ,2000,7564.7336957,1.063715,Swaziland,3.03,0.92,2.86,2.22,5.63,3.53,Authoritarian,30.0832459822,1362.20698213
3349,SWZ,2007,7453.09910182,1.134853,Swaziland,3.03,0.92,2.86,2.22,5.63,3.53,Authoritarian,1.76234278801,1321.75709101
3350,SWZ,2014,8029.18078743,1.269112,Swaziland,3.03,0.92,2.86,2.22,5.63,3.53,Authoritarian,8.66747773246,315.181008453
3351,SYR,1977,3495.83562733,8.088148,Syria,1.43,0.0,0.0,2.78,4.38,0.0,Authoritarian,10.8801174261,514.951012271
3352,SYR,2001,1722.04330779,16.694414,Syria,1.43,0.0,0.0,2.78,4.38,0.0,Authoritarian,1.61730744188,10.3028474075
3353,SYR,2002,2114.06425458,16.997521,Syria,1.43,0.0,0.0,2.78,4.38,0.0,Authoritarian,4.7065686814,1.3531384959
3355,TCD,1971,2156.0840365,3.727382,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,620.274498294,2005.69729639
3356,TCD,1977,1846.68380283,4.25477,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,3.05539429863,23.5030330664
3358,TCD,1988,1409.58541584,5.585528,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,29.0632028581,3311.65349692
3359,TCD,1988,1409.58541584,5.585528,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,29.0632028581,3311.65349692
3360,TCD,1988,1409.58541584,5.585528,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,29.0632028581,3311.65349692
3361,TCD,1991,1437.05586504,6.151213,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,105.751499745,993.137451101
3362,TCD,1991,1437.05586504,6.151213,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,105.751499745,993.137451101
3364,TCD,1996,1268.6490287,7.242018,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,12.9798075619,181.855388926
3365,TCD,1997,1369.75797091,7.494143,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,31.8915718582,378.295423506
3366,TCD,2000,1204.06237591,8.343321,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,144.906326869,1159.3704713
3367,TCD,2001,1197.94844174,8.663599,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,12.2928127214,10342.5262411
3368,TCD,2001,1197.94844174,8.663599,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,12.2928127214,10342.5262411
3369,TCD,2003,1062.59653288,9.353516,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,1.17602835126,14.0054285469
3370,TCD,2004,1557.41933965,9.710498,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,14.8293115348,367.334404476
3371,TCD,2005,1864.50940533,10.067932,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,11.4224053162,595.951581715
3372,TCD,2006,1684.29903098,10.423616,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,1.91871995285,20.7221754907
3373,TCD,2007,1703.8534716,10.779504,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,1.3451453796,8031.21368107
3374,TCD,2007,1703.8534716,10.779504,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,1.3451453796,8031.21368107
3375,TCD,2008,1661.92374665,11.13974,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,1.97491144318,157.544071944
3376,TCD,2009,1456.41902043,11.510535,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,4.69135448526,598.84271235
3377,TCD,2009,1456.41902043,11.510535,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,4.69135448526,598.84271235
3378,TCD,2010,1821.19049818,11.89638,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,11.0537827474,6300.15181089
3379,TCD,2010,1821.19049818,11.89638,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,11.0537827474,6300.15181089
3380,TCD,2011,1679.04839829,12.298512,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,45.2900318347,1473.59290295
3381,TCD,2012,1839.11382714,12.715465,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,4.24679710887,24196.4804276
3382,TCD,2012,1839.11382714,12.715465,Chad,1.5,0.0,0.0,1.11,3.75,2.65,Authoritarian,4.24679710887,24196.4804276
3383,TGO,1988,1304.07411374,3.579489,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,13.968474271,451.740457926
3385,TGO,1996,1267.41063817,4.392941,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,81.9496551399,596.183741143
3386,TGO,1998,1162.50129431,4.624826,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,51.6776198715,793.327143551
3387,TGO,2001,1134.86498844,5.006223,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,46.9415765139,313.010427222
3388,TGO,2002,1172.68431103,5.142419,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,18.473796087,96.0637396525
3389,TGO,2003,1138.46007709,5.283246,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,7.57110306808,149.529285595
3390,TGO,2007,1249.47529288,5.890414,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,6.96046152274,23993.3899383
3393,TGO,2010,1213.70539723,6.390851,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,6.41542104487,8745.78362099
3394,TGO,2010,1213.70539723,6.390851,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,6.41542104487,8745.78362099
3395,TGO,2013,1347.02366159,6.928719,Togo,3.32,3.58,1.14,2.78,5.0,4.12,Authoritarian,1.01028776026,24.2469062463
3397,THA,1975,2519.62524277,42.334954,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,5.64545316383,70865.625601
3398,THA,1977,2894.29808633,44.416007,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,2.25144056736,63.0403358861
3399,THA,1978,3119.49265646,45.423442,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,2.1134461805,44655.3565888
3400,THA,1980,3227.16078237,47.385325,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.20290406365,13295.2554404
3401,THA,1981,3319.92266611,48.336894,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.13784721046,889.589637265
3406,THA,1988,4375.88143976,54.933561,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,12.0873285458,20293.9510876
3407,THA,1989,4697.63314931,55.812794,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,8.20600380622,3565.49073677
3416,THA,1995,7987.58839984,59.266089,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.89767578556,72233.279979
3419,THA,1997,8108.66367323,60.544937,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.27029822494,832.340448219
3421,THA,2000,7336.49061937,62.693322,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.05274370371,17901.7790762
3422,THA,2000,7336.49061937,62.693322,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.05274370371,17901.7790762
3423,THA,2000,7336.49061937,62.693322,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.05274370371,17901.7790762
3424,THA,2001,7356.50429659,63.415174,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.50073942871,7417.45185466
3430,THA,2004,9065.93660298,65.404522,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,25.6526605301,1783.28648285
3431,THA,2004,9065.93660298,65.404522,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,25.6526605301,1783.28648285
3432,THA,2004,9065.93660298,65.404522,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,25.6526605301,1783.28648285
3433,THA,2004,9065.93660298,65.404522,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,25.6526605301,1783.28648285
3434,THA,2004,9065.93660298,65.404522,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,25.6526605301,1783.28648285
3437,THA,2006,10202.7747522,66.174486,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,4.23123800312,38644.9242688
3441,THA,2010,13108.9944879,66.692024,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.94925858001,67260.9141387
3442,THA,2010,13108.9944879,66.692024,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.94925858001,67260.9141387
3443,THA,2011,13631.7879622,66.902958,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.44902537792,42052.9014577
3444,THA,2011,13631.7879622,66.902958,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.44902537792,42052.9014577
3445,THA,2011,13631.7879622,66.902958,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.44902537792,42052.9014577
3446,THA,2011,13631.7879622,66.902958,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,3.44902537792,42052.9014577
3447,THA,2013,14036.2042701,67.451422,Thailand,4.92,4.5,3.93,5.0,5.0,6.18,Hybrid regime,1.24534068385,52115.3430983
3451,TJK,1992,3257.29222511,5.523207,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,243.698995891,11496.943714
3453,TJK,1997,1904.39622915,5.93678,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,28.2981683674,2630.71900929
3454,TJK,1998,1697.07667276,6.012308,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,8.48259936118,6967.3742596
3455,TJK,1999,1514.16266202,6.094126,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.46138658767,786.987338299
3456,TJK,1999,1514.16266202,6.094126,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.46138658767,786.987338299
3458,TJK,2002,1782.35302825,6.406518,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.73159304321,452.742035533
3459,TJK,2002,1782.35302825,6.406518,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.73159304321,452.742035533
3462,TJK,2005,2142.08708259,6.805655,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,1.76323954123,519.053639951
3463,TJK,2005,2142.08708259,6.805655,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,1.76323954123,519.053639951
3464,TJK,2006,2196.75321384,6.949566,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,1.79867347112,2097.61300202
3465,TJK,2006,2196.75321384,6.949566,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,1.79867347112,2097.61300202
3466,TJK,2007,2229.94106335,7.099021,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.32426414854,1712.34878725
3467,TJK,2007,2229.94106335,7.099021,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.32426414854,1712.34878725
